front,back,left,right,top,roll,pitch,yaw
55.4,192.5466667,176.0066667,157.7766667,113.5166667,0.0002,0.000933333,-1.918266667
54.92333333,238.2266667,136.4333333,205.97,157.1066667,-0.005866667,0.002466667,-2.0714
53.19,249.7,144.4566667,188.11,177.43,0.0005,-0.003366667,-2.160133333
55.32333333,204.14,200.0366667,141.07,182.6833333,0.0135,0.0031,-2.361533333
58.12666667,155.4533333,199.98,99.74333333,163.5133333,0.0167,-0.0021,-2.558166667
57.11,127.1466667,187.96,131.1966667,198.6966667,0.007833333,0.002166667,-2.7367
59.12666667,145.6566667,161.79,149.7033333,189.0966667,0.006166667,0.002466667,-2.743333333
56.46,160.4133333,138.5966667,163.23,212.32,0.007866667,0.006733333,-2.743066667
55.26333333,171.4166667,169.6666667,117.55,174.89,0.020566667,0.018966667,-2.753
53.30333333,117.6466667,180.5533333,111.0666667,172.4633333,0.019266667,0.007233333,-2.755466667
57.66666667,117.6366667,196.6,104.9633333,166.54,0.022166667,0.002133333,-2.752866667
61.50666667,114.77,163.2233333,126.2833333,167.12,0.0095,-0.008,-2.746166667
62.4,159.9733333,120.1666667,120.85,170.73,0.000766667,-0.000866667,-2.732266667
57.71333333,207.2733333,141.7633333,114.8166667,168.36,-0.001066667,0.005466667,-2.7163
56.13333333,242.2866667,212.7233333,97.48666667,168.05,0.0079,0.003433333,-2.6961
55.56666667,188.5966667,200.1466667,111.6733333,153.0266667,0.013833333,0.006766667,-2.698533333
57.34333333,169.0966667,150.4433333,92.29333333,189.0766667,0.0126,0.001666667,-2.709866667
58.60333333,201.3266667,139.9533333,105.2,217.6666667,0.012766667,0.0017,-2.7242
58.55666667,270.01,168.3366667,127.18,217.7133333,0.007733333,-0.0027,-2.7248
57.62333333,243.8033333,187.3766667,130.25,169.09,0.012333333,0.003033333,-2.722866667
56.36,227.8633333,139.6066667,124.7766667,122.31,0.015566667,0.0074,-2.720866667
60.2,213.0433333,189.1666667,130.7366667,135.6433333,0.010133333,0.0053,-2.712266667
58.08666667,252.9733333,162.2366667,168.5533333,138.8266667,-0.0002,0.002766667,-2.705466667
58.79666667,209.4833333,161.4533333,203.56,184.6666667,-0.012233333,-0.003633333,-2.701933333
55.98666667,207.51,86.18333333,168.48,155.4966667,0.0077,0.002566667,-2.706966667
59.6,207.6033333,95.30666667,135.9533333,197.22,0.0235,0.010833333,-2.713766667
59.31333333,189.16,148.1233333,104.7966667,156.0566667,0.0269,0.014433333,-2.707733333
57.11666667,130.5966667,143.52,139.0266667,173.4933333,-0.001866667,0.019766667,-2.700533333
54.96,175.2633333,195.6,133.2766667,154.5633333,-0.017733333,0.0114,-2.693866667
55.14,215.2366667,155.33,123.3266667,149.4233333,-0.017533333,0.010233333,-2.698033333
57.06333333,236.8466667,221.5566667,105.4166667,144.03,-0.002966667,-0.000766667,-2.7015
57.19666667,236.3766667,229.0233333,159.2233333,114.8466667,0.011466667,0.002866667,-2.742266667
56.68666667,219.1733333,217.56,149.7533333,119.96,0.007633333,0.008,-2.837366667
55.71,198.01,152.52,151.2266667,159.1066667,0.0171,0.014366667,-1.1069
55.29666667,196.34,182.2066667,120.4866667,206.6966667,0.011633333,0.013066667,0.613333333
60.70333333,175.4633333,231.62,155.3533333,238.2833333,0.0143,0.007966667,1.096766667
65.12333333,283.5933333,305.2366667,147.6066667,213.0266667,0.0017,0.001233333,-0.2439
63.55,252.5733333,280.2633333,139.7233333,209.4033333,-0.0048,-0.001766667,-1.534466667
59.66666667,268.4033333,255.0266667,123.1666667,223.63,-0.005033333,-0.0021,-1.534233333
55.21333333,203.5933333,283.58,115.0033333,218.88,-0.005166667,-0.0022,-1.5337
57.65,168.4366667,269.28,124.3433333,181.9,-0.0054,-0.002466667,-1.533066667
59.05333333,160.0066667,262.0566667,113.4566667,133.1866667,-0.005533333,-0.0024,-1.5329
59.75333333,137.11,249.8366667,94.04,116.0233333,-0.005833333,-0.002166667,-1.5325
59.10666667,158.1633333,288.59,65.14,105.9766667,-0.005866667,-0.002133333,-1.532133333
58.51,170.63,295.4266667,66.37333333,104.5566667,-0.006033333,-0.002033333,-1.531433333
57.45,186.0833333,241.4366667,70.48333333,130.7533333,-0.005733333,-0.0012,-1.529633333
57.78333333,151.0033333,152.3433333,86.43,133.5833333,0.004433333,0.0059,-1.527766667
55.39666667,203.9633333,145.88,85.86666667,129.1766667,0.007033333,0.007233333,-1.519433333
57.55666667,162.9733333,129.8933333,82.57333333,120.6466667,0.023666667,0.011466667,-1.514366667
57.09,166.0033333,140.77,78.08666667,124.3133333,0.026033333,0.010966667,-1.508233333
62.21,92.69666667,211.3566667,74.79,134.35,0.039633333,0.0075,-1.5087
62.29333333,116.88,229.3266667,78.00666667,125.34,0.029133333,0.004066667,-1.5041
62.25666667,124.32,227.3533333,119.9266667,129.49,0.025333333,-0.001133333,-1.496966667
57.05333333,131.9233333,133.4233333,149.7933333,131.7866667,0.014066667,0.0049,-1.4908
54.93666667,182.2966667,121.48,162.0333333,134.23,0.0098,0.006666667,-1.49
56.48333333,177.7133333,111.16,117.86,130.8766667,0.008633333,0.0066,-1.494933333
56.75666667,177.36,129.3733333,104.5833333,128.4366667,0.009666667,0.004333333,-1.498766667
58.73666667,148.53,135.0333333,144.1933333,129.8833333,0.01,0.0036,-1.500633333
57.61333333,142.2166667,192.5066667,156.66,162.8433333,0.0025,-0.0012,-1.500266667
59.95333333,169.2466667,208.79,138.2433333,168.64,-0.007433333,-0.0072,-1.499333333
58.13666667,202.4233333,203.7066667,85.95,169.5666667,-0.0064,-0.008766667,-1.498566667
56.19666667,192.35,154.2166667,83.46666667,138.51,-0.006633333,-0.0018,-1.4997
51.94333333,166.97,123.0633333,112.73,128.42,-0.015133333,0.0058,-1.501133333
53.15666667,129.3333333,130.5733333,156.9933333,116.8833333,-0.030666667,0.006033333,-1.501366667
55.23,180.8133333,147.7333333,182.2933333,106.9633333,-0.032,0.0052,-1.5013
59.96,182.0466667,160.66,168.23,103.7366667,-0.011866667,0.004133333,-1.502833333
58.83333333,189.38,151.3,136.1466667,110.8033333,0.0064,0.0016,-1.505066667
58.22,163.7133333,138.6933333,117.9633333,145.31,0.012866667,-0.000733333,-1.505866667
55.13333333,242.6266667,188.71,123.7966667,178.3966667,0.009366667,-0.0032,-1.505833333
55.04,262.645,214.785,132.13,205.585,0.00775,-0.0023,-1.5059
