front,back,left,right,top,roll,pitch,yaw
59.05333333,179.7766667,102.7066667,138.82,128.5766667,0.010333333,3.33E-05,-2.709133333
58.13,176.3433333,153.5733333,122.2,136.5866667,0.007766667,-0.0007,-2.742566667
55.92666667,147.15,189.7866667,96.69333333,135.4366667,0.015966667,0.0024,-2.7678
53.21,107.2133333,193.6766667,71.23,116.7966667,-0.000766667,0.003833333,-2.803866667
54.46666667,147.1033333,198.5833333,84.48,102.3633333,-0.015433333,0.003133333,-2.836933333
55.26333333,145.34,182.8666667,71.07666667,136.9766667,-0.0138,0.009833333,-2.870066667
55.92333333,135.4533333,177.2133333,78.29333333,183.57,0.0022,0.018133333,-2.8746
55.78,73.98666667,148.71,71.54,205.0333333,0.0128,0.025633333,-2.887033333
57.80333333,93.06,122.35,96.74,184.0833333,-0.0065,0.015233333,-2.900133333
56.95333333,90.71666667,132.1033333,106.53,156.7666667,-0.010266667,0.001933333,-2.913566667
61.61,88.27333333,113.6866667,100.8333333,155.6733333,-0.007333333,-0.008333333,-2.9161
61.03666667,61.34,146.9933333,73.50333333,147.75,-0.000366667,-0.0025,-2.9126
61.32,74.62,181.34,61.04666667,143.1966667,0.0013,0.011233333,-2.9044
53.83,87.72333333,206.7733333,90.08666667,128.6466667,0.0008,0.011733333,-2.9042
55.99,96.87,199.3366667,91.03,112.54,0.0015,0.0015,-2.908666667
55.47333333,87.89666667,160.6566667,91.57,109.9166667,0.000833333,-0.007433333,-2.9136
56.96,102.61,128.03,94.01666667,136.2933333,-0.002233333,-0.006233333,-2.913733333
54.76333333,121.0333333,92.67,111.8533333,166.0333333,-0.005733333,-0.003033333,-2.913766667
54.3,170.2333333,117.17,113.5433333,166.96,-0.007766667,-0.004166667,-2.9161
52.87666667,196.24,135.7133333,86.35666667,133.9433333,-0.005666667,-0.003566667,-2.915966667
53.95,173.47,209.1433333,92.19,97.38333333,0.0004,-0.002166667,-2.9109
54.64666667,138.07,164.8133333,100.2766667,111.43,0.014033333,0.001566667,-2.907233333
56.9,102.8533333,150.4433333,105.6866667,171.3266667,0.0095,0.0024,-0.9509
56.80666667,102.9666667,124.0233333,95.76666667,202.5966667,0.005333333,0.0017,1.0029
54.12666667,132.4666667,149.33,83.16666667,202.6233333,-0.005366667,-0.000966667,2.949433333
54.59333333,115.76,177.27,108.5233333,171.8,-0.000566667,0.000133333,2.925666667
55.2,130.06,229.18,99.92666667,179.2633333,0.004333333,6.67E-05,2.869366667
61.85333333,180.0933333,315.3766667,102.0966667,205.7733333,0.0106,0.0062,2.767233333
61.48,244.4766667,386.2233333,80.56333333,207.19,-0.003533333,0.005033333,2.6705
59.93666667,303.7033333,359.7333333,98.27,211.0566667,-0.009966667,0.004733333,2.604233333
57.22666667,262.6633333,310.9266667,98.04666667,187.9866667,-0.0205,-0.006,2.551966667
59.86,289.8833333,314.5,92.03666667,180.7933333,-0.005233333,-0.008433333,2.5071
58.85666667,230.2533333,246.0466667,88.94666667,166.5366667,0.008333333,-0.0068,2.46
57.97333333,189.12,263.4133333,92.77666667,186.14,0.014933333,0.007166667,2.423966667
55.20333333,107.1066667,173.77,145.0966667,184.9033333,0.0115,0.014566667,2.375466667
57.84333333,169.3966667,201.91,127.5433333,174.77,-0.005366667,0.024266667,2.2746
60.65333333,232.74,134.2766667,143.2733333,163.34,-0.0108,0.0266,2.2193
60.64666667,235.2433333,128.65,109.2633333,193.3366667,-0.007233333,0.023833333,2.175933333
58.46,183.8733333,99.16,142.3233333,234.94,-0.002833333,0.014766667,2.180666667
52.70333333,112.8,103.56,152.2466667,216.01,0.001033333,0.012533333,2.168233333
54.3,126.7733333,121.19,155.8333333,193.04,0.004966667,0.013933333,2.168666667
53.05333333,144.3533333,118.61,134.4566667,167.6433333,0.0094,0.0143,2.175433333
52.71333333,149.3533333,125.5533333,133.0066667,170.6733333,0.0082,0.013566667,2.176966667
51.12,126.92,115.9966667,137.7466667,158.4033333,0.0007,0.010633333,2.168966667
54.35666667,191.4933333,125.2033333,138.7,143.1233333,-0.0039,0.0083,2.163933333
58.91333333,200.22,141.22,109.8533333,131.1433333,-0.005,-0.002266667,2.169733333
60.50666667,190.8566667,160.6033333,95.89,129.9633333,6.67E-05,-0.004966667,2.180166667
64.44,95.78666667,169.3466667,114.2366667,132.6933333,0.0031,-0.003566667,2.1906
63.77,96.83666667,145.0966667,111.83,162.3066667,0.0026,0.002,2.194333333
63.53333333,199.3933333,168.36,94.23666667,165.07,-0.007366667,0.006033333,2.184666667
59.23666667,225.3033333,138.32,60.04666667,166.7733333,-0.013266667,0.0081,2.172733333
59.09666667,203.07,161.1633333,65.68666667,147.0666667,-0.012066667,0.006333333,2.166766667
58.86,125.7033333,136.4033333,80.73,163.3466667,-0.0046,0.008233333,2.172266667
58.39333333,138.0766667,147.24,95.53,163.62,-0.002333333,0.012833333,2.1745
57.55,185.7133333,114.4866667,103.6766667,154.69,-0.008966667,0.020733333,2.170666667
58.63,270.1,92.14333333,101.1,135.92,-0.0175,0.019733333,2.1656
58.11333333,214.95,78.31666667,91.32666667,142.39,-0.015366667,0.0183,2.1782
57.41666667,211.25,120.5033333,82.79,158.6166667,-0.0086,0.0091,2.197233333
55.3,108.4266667,110.6866667,85.5,167.27,0.0048,0.005166667,2.2214
53.69333333,136.5533333,224.7566667,109.49,186.1766667,0.006533333,0.0012,2.23
54.63,150.2833333,181.4,103.7666667,169.04,0.0092,0.002166667,2.2336
55.39333333,175.22,174.4466667,91.2,158.81,0.002866667,0.002933333,2.230166667
56.90333333,180.4966667,137.94,83.34666667,168.3266667,0.003966667,0.0016,2.226966667
58.02,156.2,159.9233333,85.85333333,183.7633333,0.006766667,0.0107,2.226333333
57.97333333,123.9033333,212.1233333,96.7,195.63,0.013033333,0.015833333,2.2282
61.91333333,124.8166667,164.77,76.43333333,164.61,0.0139,0.018266667,2.233633333
61.25333333,91.06666667,186.1533333,102.11,149.55,0.0125,0.006866667,2.2334
58.41666667,122.7033333,171.1533333,92.34,134.61,0.016,0.003066667,2.210766667
59.09666667,98.48,176.8966667,103.5066667,124.5933333,0.011666667,0.007033333,2.151833333
55.50333333,98.48,183.9033333,84.07666667,134.6866667,-0.000133333,0.013266667,2.038166667
58.43666667,68.29333333,208.2266667,91.20666667,155.7066667,-0.010633333,0.0195,1.942333333
54.94,59.05,271.0266667,84.99,176.1566667,-0.023733333,0.017066667,1.869066667
57.27,68.01666667,276.5933333,103.15,206.8333333,-0.016133333,0.014666667,1.848066667
57.73,66.57,292.18,113.8433333,199.7966667,-0.012533333,0.007866667,1.825366667
56.65,87.57333333,276.6433333,133.59,184.74,0.003433333,0.005033333,1.8156
56.55333333,141.2633333,215.49,162.23,141.0033333,0.007933333,0.001,1.8184
55.24666667,169.48,137.63,151.7366667,138.9166667,0.0108,-0.001433333,1.8028
53.12333333,171.0866667,77.28,141.06,144.8066667,0.008333333,-0.0027,1.7671
55.42333333,199.53,84.50333333,120.43,154.2533333,0.006733333,-0.0034,1.713633333
56.45,173.4666667,86.67,111.7766667,146.6966667,0.0071,-0.003466667,1.677166667
58.67,177.6366667,100.1466667,112.74,139.5766667,0.0122,-0.002666667,1.656033333
56.33333333,91.38333333,152.49,77.95666667,140.34,0.012633333,-0.000866667,1.6444
56.99333333,117.4166667,204.5666667,94.49333333,151.3166667,-0.005266667,0.0033,1.634866667
60.32666667,102.42,187.23,108.9333333,164.0666667,-0.0156,0.005366667,1.6221
60.79333333,119.3466667,156.8333333,125.6133333,182.0033333,-0.017666667,0.0054,1.606466667
58.73,92.33666667,118.11,111.6333333,188.2466667,-0.0115,0.001766667,1.586766667
56.28666667,77.61,134.46,102.27,200.2633333,-0.012933333,-0.002833333,1.555666667
54.87333333,80.66333333,107.3966667,123.46,200.42,-0.013333333,0.000166667,1.498
57.06666667,108.7366667,151.27,115.37,203.7433333,-0.0122,0.004033333,1.4383
58.70666667,118.48,153.34,112.8633333,198.0133333,-0.000333333,0.012633333,1.389166667
60.11666667,96.00333333,196.79,107.3033333,219.7033333,0.006366667,0.011566667,1.372133333
59.74333333,77.38333333,166.6866667,120.0533333,221.29,3.33E-05,0.0161,1.364066667
57.07666667,101.58,217.85,127.3866667,208.27,-0.003766667,0.0199,1.364433333
58.01,122.47,211.4066667,100.5933333,168.7033333,-0.009466667,0.0175,1.362266667
58.43666667,138.6166667,211.85,105.0966667,151.9433333,0.005066667,0.010033333,1.3506
59.18333333,124.5833333,177.7,82.80666667,146.9733333,0.001233333,-0.0013,1.323666667
58.25333333,109.9166667,229.9466667,102.7766667,130.1733333,-0.001,0.000933333,1.264366667
57.41333333,86.1,235.5,105.48,110.54,-0.0039,0.002533333,1.205733333
58.49333333,79.00333333,220.37,117.6566667,91.93333333,-0.002566667,0.004666667,1.146133333
58.72333333,73.66,183.1,100.6066667,84.06,-0.001466667,0.0035,1.1015
61.15333333,147.5033333,148.47,84.71,76.58,-0.004166667,0.006266667,1.0196
59.41666667,146.6733333,112.5766667,82.00666667,71.30333333,-0.0095,0.010033333,0.9312
59.93,159.8,71.55666667,101.2866667,91.01666667,-0.012266667,0.013433333,0.829033333
56.51666667,155.0366667,75.79,96.99333333,151.0666667,-0.010933333,0.0139,0.7616
56.69666667,153.9066667,90.35666667,103.2133333,188.4866667,-0.010233333,0.0117,0.700833333
55.58333333,218.56,109.4166667,108.5966667,194.1266667,-0.010866667,0.009266667,0.641566667
54.97,150.9833333,136.06,138.95,191.7433333,-0.009266667,0.007033333,0.579733333
56.43666667,164.8033333,127.3766667,149.02,217.9966667,-0.000633333,0.0048,0.518266667
58.46,150.61,105.6466667,121.0166667,227.7566667,0.006666667,0.002233333,0.4751
64.33666667,185.5566667,138.7466667,120.5033333,204.7766667,0.0113,-0.002633333,0.432766667
63.20666667,206.3566667,156.03,113.08,197.27,0.011666667,-0.006766667,0.389833333
61.55333333,184.6966667,166.1133333,107.2266667,185.63,0.012566667,-0.006466667,0.348233333
57.45333333,151.7466667,143.8966667,87.95333333,173.7066667,0.0123,-0.0033,0.3103
58.57666667,182.17,117.78,85.13,135.78,0.013033333,0.001733333,0.276466667
59.37666667,145.77,106.9166667,93.35666667,128.97,0.012966667,0.005766667,0.244033333
58.16333333,225.29,71.27333333,86.65666667,128.4066667,0.010866667,0.0106,0.207733333
57.08666667,164.9533333,98.95,113.8133333,139.5533333,0.007933333,0.0128,0.168833333
56.24333333,163.77,105.3866667,119.59,153.4566667,0.002066667,0.011233333,0.1313
61.11666667,96.04,117.79,152.6366667,191.94,-0.002266667,0.008666667,0.0994
60.96666667,93.47,93.53,115.6466667,194.95,-0.0051,0.007166667,0.074166667
60.97666667,122.3033333,115.2466667,101.75,189.7433333,-0.001433333,0.005,0.052933333
59.06,148.3133333,129.16,102.3333333,182.2966667,0.001966667,0.002133333,0.035033333
59.53666667,152.4933333,133.47,110.5666667,180.56,0.0068,0.000333333,0.0192
62.85,138.2366667,129.5433333,117.4033333,183.1733333,0.007033333,0.001033333,0.002833333
59.84333333,163,96.49666667,85.73333333,166.4733333,0.006766667,0.0007,-0.0176
59.09333333,199.3566667,151.5766667,72.87333333,175.0233333,0.004766667,6.67E-05,-0.044733333
56.60333333,203.3266667,178.29,102.9133333,208.1066667,0.001866667,0.0007,-0.075933333
61.01,140.1633333,201.4633333,107.42,214.67,-0.001433333,0.000733333,-0.104
60.82666667,103.38,155.4333333,104.5633333,217.1366667,-0.003833333,0.001266667,-0.119766667
60.41333333,99.75,108.3833333,75.14666667,222.37,0.0019,-0.001,-0.113333333
56.00666667,106.45,134.58,75.96,221.15,0.005166667,0.005866667,-0.104
56.84666667,139.3033333,131.83,116.3,214.51,0.0067,0.016066667,-0.0983
60.58,178.9866667,183.5533333,139.54,184.7766667,0.0022,0.029233333,-0.1034
60.63,272.4466667,178.7066667,133.56,181.6633333,0.004866667,0.029733333,-0.096466667
59.78333333,258.4233333,245.9966667,91.66666667,184.0133333,0.0072,0.021866667,-0.084933333
53.11666667,264.86,201.1933333,61.23666667,183.4133333,0.007366667,0.011566667,-0.0732
53.92333333,237.87,194.2733333,65.86666667,182.41,0.004933333,0.003966667,-0.0697
57.34333333,226.3766667,114.8233333,71.86666667,182.3866667,0.003566667,0.002966667,-0.069066667
59.32666667,268.0466667,113.4533333,93.52333333,176.1133333,0.002433333,0.003033333,-0.070266667
61.99333333,225.8633333,76.18666667,120.61,178.3166667,0.0023,0.005933333,-0.0788
58.9,244.3766667,81.93333333,148.6866667,179.03,-0.001166667,0.0049,-0.089866667
59.24333333,153.02,64.61666667,166.6066667,207.63,-0.003766667,0.004133333,-0.099533333
57.92,167.4066667,76.88666667,160.6266667,202.0033333,-0.0075,0.000566667,-0.1002
58.20333333,216.1733333,122.16,128.87,208.5433333,-0.009933333,-0.0009,-0.101
57.46333333,197.26,131.7466667,111.4266667,213.33,-0.009733333,0.005466667,-0.1064
58.73666667,151.5366667,165.16,89.95666667,212.94,-0.017033333,0.018366667,-0.1162
56.45666667,140.0266667,137.7633333,123.6133333,230.7766667,-0.0158,0.018966667,-0.124133333
60.00333333,235.91,132.1866667,112.7266667,228.1533333,-0.016266667,0.011166667,-0.129666667
57.7,231.0166667,137.26,114.29,229.68,-0.009933333,0.000733333,-0.135733333
64.60666667,202.1233333,158.8,110.3166667,201.8633333,-0.007133333,0.0028,-0.1424
64,193.77,153.8933333,100.73,179.3466667,-0.0056,-0.000833333,-0.142666667
65.41,211.1,147.6,89.83,183.28,0.001566667,-0.002666667,-0.132933333
60.17,218,114.5866667,68.69666667,213.9166667,0.0013,-0.0042,-0.1149
58.99333333,142.1166667,123.41,82.98333333,210.7833333,0.006833333,0.001133333,-0.092566667
57.82,150.5866667,90.40666667,101.37,238.8433333,0.004833333,0.005066667,-0.072066667
62.13666667,161.4666667,113.3433333,90.36333333,244.6766667,0.0075,0.004766667,-0.064566667
60.89,220.26,218.0533333,81.56333333,255.3233333,0.0063,0.002133333,-0.07
62.12666667,283.9666667,271.5,81.34,251.5066667,0.006533333,-0.001233333,-0.589266667
59.56333333,273.75,261.8733333,100.8433333,233.6233333,0.005966667,-0.0013,-1.101366667
62.98,234.2933333,150.4133333,149.0033333,238.5733333,0.004566667,-0.000166667,-1.6096
60.30333333,190.5766667,192.1366667,151.4066667,205.2533333,0.004466667,-0.000266667,-1.609233333
58.56333333,147.4966667,185.24,146.5566667,207.8866667,0.0044,-0.000333333,-1.6092
55.61333333,210.2133333,288.9433333,126.07,175.1033333,0.0043,-0.000366667,-1.609166667
61.02333333,228.0366667,212.4033333,106.36,199.5933333,0.004166667,-0.000466667,-1.6091
59.06333333,274.2366667,284.92,96.23,168.1666667,0.004066667,-0.0005,-1.6087
60.18666667,243.1866667,280.0233333,76.82666667,161.9533333,0.004,-0.000633333,-1.6081
58.43,233.7433333,324.2833333,93.58666667,121.9033333,0.003833333,-0.000566667,-1.607466667
60.53333333,226.87,259.2266667,127.8933333,116.0133333,0.003733333,-0.000666667,-1.607033333
61.93666667,247.82,167.66,132.97,112.7766667,0.003566667,-0.0007,-1.606533333
59.63333333,273.0833333,107.4666667,142.23,115.5966667,0.0035,-0.000866667,-1.605866667
59.39666667,284.01,129.4666667,108.3366667,118.7433333,0.003366667,-0.0011,-1.605333333
54.13333333,205.2966667,156.7433333,95.04666667,132.2,0.003266667,-0.001233333,-1.6049
51.98666667,141.92,227.4566667,70.3,166.3666667,0.003433333,-0.0014,-1.6042
49.78,159.4466667,248.4933333,102.72,165.05,0.0036,-0.001533333,-1.6031
52.42,226.6166667,218.9133333,110.35,157.7733333,0.0064,0.000766667,-1.600866667
53.67666667,276.3666667,149.9033333,119.36,115.3466667,0.0065,3.33E-05,-1.591233333
58.13333333,223.7833333,121.8666667,86.49,105.5433333,0.014833333,0.000833333,-1.579866667
57.14333333,247.74,120.31,92.05333333,94.50666667,0.019766667,-0.002566667,-1.5686
58.18666667,292.6233333,128.6066667,93.92666667,86.80666667,0.017066667,0.001233333,-1.575
54.8,369.7333333,100.9966667,96.33,79.95,0.012233333,0.002666667,-1.581966667
58.71,311.0666667,126.44,104.7233333,80.09666667,0.009533333,0.0087,-1.589766667
58.97333333,312.2633333,167.94,110.7033333,88.19,0.016833333,0.007166667,-1.586666667
58.58333333,302.3966667,223.9466667,113.8866667,93.64333333,0.018866667,0.005866667,-1.584
52.37,284.3366667,266.6533333,106.46,113.2666667,0.003733333,-0.0035,-1.4995
50.64333333,237.4533333,219.4866667,104.9633333,103.39,-0.005633333,-0.002733333,-1.4073
52.67666667,201.6566667,219.92,153.03,90.75,-0.007133333,0.000366667,-1.3072
55.91333333,238.35,161.9733333,184.5066667,75.55333333,0.0049,0.008033333,-1.289666667
56.33,256.2066667,253.6966667,180.5266667,89.83333333,0.0118,0.011333333,-1.278266667
58.63,251.6466667,193.15,127.9533333,112.8833333,0.0119,0.012166667,-1.271233333
57.86,199.89,194.62,113.59,122.52,0.016833333,0.006833333,-1.2639
58.61333333,201.49,88.82666667,113.0566667,162.9166667,0.008033333,0.009,-1.2673
55.80333333,177.58,97.80666667,112.4266667,169.7733333,0.002633333,0.014666667,-1.274933333
56.85,204.9233333,116.6533333,85.99333333,159.8266667,-0.008033333,0.017933333,-1.321266667
58.58333333,145.5133333,132.13,128.0633333,121.39,0.0003,0.013233333,-1.368133333
59.56666667,131.89,137.8133333,147.61,116.84,-0.0034,0.010633333,-1.412833333
59.57333333,123.84,131.0833333,146.9133333,132.3733333,1.00E-04,0.0144,-1.422333333
57.18666667,135.6533333,112.1266667,110.4266667,119.61,0.0009,0.013833333,-1.499166667
58.27,148.1666667,138.62,120.5266667,89.70333333,0.0101,0.004633333,-1.588966667
57.75333333,151.9,132.6333333,118.93,54.66666667,0.014333333,0.0002,-1.675466667
57.98333333,119.6766667,219.09,113.3666667,42.1,0.013533333,-0.001633333,-1.690733333
57.64333333,119.1166667,182.06,115.5266667,65.65333333,0.0062,0.000766667,-1.771366667
